strategy,total_trades,mean_pnl_pct,median_pnl_pct,win_rate_pct
SMA,11389,-1.1438572186905207,-0.9504313366191499,16.84081130915796
RSI,17246,0.24063047237126106,0.04815588603015,52.47593644903166
VWAP,10484,0.5015079270995769,0.2927634865135,61.03586417397939
