Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
11,ACABTC,80856972.26511434,2025-02-03 01:49:00,6.2062e-07,0.0501814541271699,2025-02-03 03:08:00,5.5944e-07,0.04523462456399557,-5.042245641870856,-0.10048026167380987,Long,Closed,11
12,ACABTC,78213724.21176152,2025-02-03 04:48:00,5.605599999999999e-07,0.04384348524413895,2025-02-03 05:27:00,5.694300000000001e-07,0.04453724097790337,0.6053750075362948,0.013807638789782072,Long,Closed,12
13,ACABTC,100458763.59172718,2025-02-03 08:19:00,6.005999999999999e-07,0.06033553341318765,2025-02-03 09:05:00,5.993999999999999e-07,0.06021498289688127,-0.2411010326201371,-0.0039960039960038616,Long,Closed,13
14,ACABTC,77899405.8064943,2025-02-03 13:15:00,6.106099999999999e-07,0.04756615617949933,2025-02-03 14:39:00,6.1938e-07,0.04824933396842644,0.5873622987750426,0.012348323807340572,Long,Closed,14
15,ACABTC,141767609.5678492,2025-02-03 15:53:00,6.2062e-07,0.08798381384998777,2025-02-03 16:48:00,6.3936e-07,0.09064053885330006,2.478100650598215,0.028165415229931587,Long,Closed,15
16,ACABTC,107926658.45753275,2025-02-03 17:30:00,6.106099999999999e-07,0.06590109692074009,2025-02-03 17:44:00,6.2937e-07,0.06792580103341739,1.8908772147091717,0.028692651610684843,Long,Closed,16
17,ACABTC,97325080.90117368,2025-02-03 18:04:00,6.2062e-07,0.060401891708878,2025-02-03 21:48:00,6.1938e-07,0.06028120860856896,-0.24136620063488984,-0.003996003996003651,Long,Closed,17
18,ACABTC,89652711.25814225,2025-02-03 23:41:00,6.2062e-07,0.05564026566101887,2025-02-04 00:08:00,6.2937e-07,0.05642472688453699,0.6723962309631937,0.012084705616963938,Long,Closed,18
19,ACABTC,94195533.6800235,2025-02-04 00:46:00,6.2062e-07,0.058459632112487725,2025-02-04 04:14:00,6.1938e-07,0.05834282965073296,-0.23360492352644907,-0.003996003996003838,Long,Closed,19
20,ACABTC,66498910.60885272,2025-02-04 05:12:00,6.106099999999999e-07,0.040604899806865546,2025-02-04 06:05:00,6.0939e-07,0.04052377113592876,-0.16225734188558327,-0.003996003996003569,Long,Closed,20
21,ACABTC,81726724.91843052,2025-02-04 07:39:00,5.905899999999999e-07,0.04826698646957084,2025-02-04 10:24:00,5.993999999999999e-07,0.04898699891610725,0.6227584611456926,0.012902368817623114,Long,Closed,21
22,ACABTC,131979577.76797557,2025-02-04 11:50:00,6.005999999999999e-07,0.07926693440744259,2025-02-04 12:33:00,6.1938e-07,0.08174551087792871,2.3175640251972225,0.029237462537462747,Long,Closed,22
23,ACABTC,82641393.57666686,2025-02-04 14:27:00,6.106099999999999e-07,0.05046166133184471,2025-02-04 17:06:00,6.0939e-07,0.05036083883168502,-0.20164500032705363,-0.003996003996003729,Long,Closed,23
24,ACABTC,70853365.7854907,2025-02-04 20:06:00,6.106099999999999e-07,0.04326377368227696,2025-02-04 23:12:00,6.0939e-07,0.043177332576020175,-0.17288221251658886,-0.003996003996003802,Long,Closed,24
25,ACABTC,104593661.12386124,2025-02-05 03:21:00,6.005999999999999e-07,0.06281895287098394,2025-02-05 05:53:00,6.0939e-07,0.0637383311522698,0.7928209972554995,0.012620729270729592,Long,Closed,25
26,ACABTC,102376883.91489561,2025-02-05 07:38:00,6.005999999999999e-07,0.06148755647927828,2025-02-05 12:16:00,6.0939e-07,0.062387449288898236,0.7760178038437648,0.012620729270729549,Long,Closed,26
27,ACABTC,96347822.15719834,2025-02-05 17:08:00,6.005999999999999e-07,0.057866501987604124,2025-02-05 17:55:00,5.993999999999999e-07,0.057750884601024684,-0.23123477317726043,-0.003996003996003727,Long,Closed,27
28,ACABTC,76794542.00467335,2025-02-05 20:46:00,6.005999999999999e-07,0.046122801928,2025-02-05 21:28:00,6.0939e-07,0.04679782595222789,0.5821033963408528,0.012620729270729464,Long,Closed,28
29,ACABTC,105584913.29724683,2025-02-06 07:12:00,6.2062e-07,0.06552810889053262,2025-02-06 11:21:00,5.993999999999999e-07,0.06328759703036974,-2.369327566088489,-0.03615742322193942,Long,Closed,29
30,ACABTC,122151980.15648083,2025-02-06 13:50:00,5.805799999999999e-07,0.07091899663923584,2025-02-06 16:50:00,5.794199999999999e-07,0.07077730034226812,-0.2833925939630114,-0.003996003996003657,Long,Closed,30
31,ACABTC,119094369.35050741,2025-02-06 17:24:00,5.605599999999999e-07,0.06675953968311887,2025-02-06 20:47:00,5.8941e-07,0.07019541223888257,3.298917603840144,0.049414924361353064,Long,Closed,31
32,ACABTC,122607176.38010567,2025-02-07 02:40:00,5.905899999999999e-07,0.07241057229832393,2025-02-07 12:50:00,5.8941e-07,0.07226589583019809,-0.2893529362570309,-0.003996003996003741,Long,Closed,32
33,ACABTC,82658916.53382923,2025-02-07 20:18:00,5.805799999999999e-07,0.04799011376120177,2025-02-08 05:46:00,5.694300000000001e-07,0.047068466841858385,-1.0167054999552376,-0.021185728065037848,Long,Closed,33
34,ACABTC,89474407.94008073,2025-02-08 15:45:00,5.805799999999999e-07,0.051947051761843,2025-02-08 16:21:00,5.8941e-07,0.05273711078396298,0.6853748595651181,0.013193720073030811,Long,Closed,34
35,ACABTC,93376475.8737486,2025-02-09 03:01:00,6.005999999999999e-07,0.0560819114097697,2025-02-09 04:16:00,6.0939e-07,0.05690269063270366,0.7077946208877821,0.012620729270729433,Long,Closed,35
36,ACABTC,100285100.4618781,2025-02-09 06:14:00,6.005999999999999e-07,0.06023123133739716,2025-02-09 13:14:00,6.0939e-07,0.061112737370463896,0.7601620643520528,0.012620729270729474,Long,Closed,36
37,ACABTC,79793793.29340883,2025-02-09 13:55:00,5.905899999999999e-07,0.04712541638114942,2025-02-09 16:18:00,6.0939e-07,0.0486255396950704,1.4043723578398648,0.029800741631250183,Long,Closed,37
38,ACABTC,95017231.12672189,2025-02-09 17:24:00,6.005999999999999e-07,0.05706734901470156,2025-02-09 18:44:00,5.993999999999999e-07,0.05695332833735709,-0.22804135470412465,-0.003996003996003858,Long,Closed,38
39,ACABTC,84075388.09539412,2025-02-09 19:35:00,5.805799999999999e-07,0.04881248882041689,2025-02-09 19:55:00,5.8941e-07,0.049554874497306244,0.6440183135646125,0.013193720073030678,Long,Closed,39
40,ACABTC,124950105.18966544,2025-02-09 20:55:00,5.805799999999999e-07,0.07254353207100905,2025-02-09 22:53:00,5.794199999999999e-07,0.07239858994899594,-0.2898842440400172,-0.003996003996003906,Long,Closed,40
41,ACABTC,79590325.3843719,2025-02-10 01:46:00,5.7057e-07,0.04541185195455455,2025-02-10 05:48:00,5.794199999999999e-07,0.046116226334212765,0.6128463013629148,0.013495294179504647,Long,Closed,41
42,ACABTC,132410312.37260406,2025-02-10 19:22:00,5.905899999999999e-07,0.07820020638412473,2025-02-11 05:29:00,5.993999999999999e-07,0.07936674123613886,1.0089679043823776,0.012902368817623196,Long,Closed,42
43,ACABTC,92904065.21666323,2025-02-11 12:28:00,5.905899999999999e-07,0.054868211876303974,2025-02-11 19:02:00,5.8941e-07,0.054758585079353474,-0.21925359391131669,-0.003996003996003841,Long,Closed,43
44,ACABTC,99165939.01715194,2025-02-11 22:55:00,5.805799999999999e-07,0.057573760874568336,2025-02-12 00:16:00,5.8941e-07,0.05844939611609952,0.7596120845307971,0.013193720073030822,Long,Closed,44
45,ACABTC,93037763.92057282,2025-02-12 06:36:00,5.805799999999999e-07,0.0540158649770035,2025-02-12 16:18:00,5.8941e-07,0.054837388432424826,0.7126702020092425,0.013193720073030707,Long,Closed,45
46,ACABTC,138629856.1747693,2025-02-12 17:19:00,6.106099999999999e-07,0.08464877647887192,2025-02-12 18:43:00,6.2937e-07,0.08724947258071455,2.4287978527790925,0.02869265161068453,Long,Closed,46
47,ACABTC,138553795.5145433,2025-02-12 19:37:00,6.2062e-07,0.08598925657223333,2025-02-12 20:37:00,6.3936e-07,0.0885857547001784,2.421923116670127,0.028165415229931358,Long,Closed,47
48,ACABTC,126897893.96343502,2025-02-12 21:42:00,6.2062e-07,0.07875537095158336,2025-02-12 22:34:00,6.2937e-07,0.0798657275237671,0.9517354737047017,0.012084705616963674,Long,Closed,48
49,ACABTC,98955122.52417114,2025-02-13 04:58:00,6.2062e-07,0.06141352814094603,2025-02-13 09:15:00,6.0939e-07,0.060302262115004654,-1.2329818162023927,-0.02007671360897159,Long,Closed,49
50,ACABTC,102231770.77596684,2025-02-13 11:58:00,6.106099999999999e-07,0.06242374155350916,2025-02-13 13:31:00,6.0939e-07,0.06229901879316643,-0.24944552069333967,-0.0039960039960036855,Long,Closed,50
51,ACABTC,88204476.47404924,2025-02-13 14:16:00,6.005999999999999e-07,0.05297560857030703,2025-02-13 19:08:00,6.0939e-07,0.05375092591852086,0.6685908137180695,0.01262072927072949,Long,Closed,51
52,ACABTC,149085206.62362525,2025-02-13 19:26:00,6.005999999999999e-07,0.08954057509814106,2025-02-14 05:32:00,6.0939e-07,0.09085103406437099,1.1300673570591762,0.012620729270729615,Long,Closed,52
53,ACABTC,99683717.27487186,2025-02-14 05:49:00,6.005999999999999e-07,0.05987004059527834,2025-02-14 08:38:00,6.0939e-07,0.060746260470134164,0.7556035737807233,0.012620729270729639,Long,Closed,53
54,ACABTC,106401084.97143628,2025-02-14 11:31:00,6.005999999999999e-07,0.06390449163383494,2025-02-14 12:30:00,6.0939e-07,0.06483975717074356,0.8065212880943533,0.012620729270729531,Long,Closed,54
55,ACABTC,135363670.6053736,2025-02-14 13:56:00,6.005999999999999e-07,0.08129942056558548,2025-02-14 14:51:00,6.1938e-07,0.08384155029955631,2.376988763103793,0.029237462537462795,Long,Closed,55
56,ACABTC,145874965.10923234,2025-02-14 15:13:00,6.106099999999999e-07,0.08907271244534343,2025-02-14 17:37:00,6.1938e-07,0.09035203588935634,1.099898695673286,0.012348323807340461,Long,Closed,56
57,ACABTC,105438957.57390162,2025-02-14 20:44:00,6.005999999999999e-07,0.06332663791887683,2025-02-14 21:26:00,6.0939e-07,0.0642534463559599,0.7992283527997686,0.012620729270729566,Long,Closed,57
58,ACABTC,142425062.78800657,2025-02-14 22:05:00,6.106099999999999e-07,0.0869661675889688,2025-02-15 12:11:00,6.0939e-07,0.08679240901238332,-0.3475171532027102,-0.0039960039960037,Long,Closed,58
59,ACABTC,123468483.73786095,2025-02-15 12:32:00,6.005999999999999e-07,0.07415517133294713,2025-02-15 13:27:00,6.0939e-07,0.07524045930501508,0.935892341417847,0.012620729270729592,Long,Closed,59
60,ACABTC,121068884.48667492,2025-02-15 13:54:00,6.005999999999999e-07,0.07271397202268304,2025-02-15 14:57:00,5.993999999999999e-07,0.07256868936131293,-0.2905653227680119,-0.003996003996003888,Long,Closed,60
61,ACABTC,97805074.26547521,2025-02-15 17:33:00,5.805799999999999e-07,0.05678367001704032,2025-02-15 18:52:00,5.8941e-07,0.057647288822813746,0.7491878469243006,0.013193720073030735,Long,Closed,61
62,ACABTC,91720824.75431392,2025-02-15 20:33:00,5.805799999999999e-07,0.05325127643585148,2025-02-16 07:46:00,5.8941e-07,0.05406117131844017,0.702582434826316,0.013193720073030869,Long,Closed,62
63,ACABTC,117424368.92129736,2025-02-16 12:42:00,6.005999999999999e-07,0.07052507597411761,2025-02-17 09:12:00,5.8941e-07,0.06921109728590187,-1.4537148614893318,-0.020612737262737,Long,Closed,63
64,ACABTC,118144139.55074582,2025-02-17 15:33:00,5.905899999999999e-07,0.06977474737726652,2025-02-17 17:54:00,5.794199999999999e-07,0.06845507733849313,-1.4578998634975964,-0.020894376809631014,Long,Closed,64
65,ACABTC,100411068.13161069,2025-02-17 18:23:00,5.605599999999999e-07,0.056286428351846496,2025-02-17 19:03:00,5.5944e-07,0.05617396795554829,-0.2249207926147857,-0.003996003996003601,Long,Closed,65
66,ACABTC,121178710.80299765,2025-02-17 19:25:00,5.605599999999999e-07,0.06792793812772402,2025-02-17 19:45:00,5.694300000000001e-07,0.06900279329255096,0.9379244334023333,0.013807638789781994,Long,Closed,66
67,ACABTC,159493452.54143402,2025-02-17 20:28:00,5.805799999999999e-07,0.09259870867649056,2025-02-17 21:11:00,5.794199999999999e-07,0.09241369627155768,-0.3700248098961024,-0.003996003996003732,Long,Closed,67
68,ACABTC,140257164.97027278,2025-02-17 22:50:00,5.7057e-07,0.08002653061707576,2025-02-18 07:44:00,5.4945e-07,0.07706429929291637,-3.1193221540821576,-0.038978600347021296,Long,Closed,68
69,ACABTC,96972519.85412186,2025-02-18 09:00:00,5.5055e-07,0.05338822080567951,2025-02-18 09:29:00,5.5944e-07,0.05425030650718994,0.7544471741902852,0.014131341385887189,Long,Closed,69
70,ACABTC,148185809.84348553,2025-02-18 10:33:00,5.5055e-07,0.08158369760931805,2025-02-18 11:30:00,5.5944e-07,0.08290106945883956,1.152887082440446,0.014131341385887211,Long,Closed,70
71,ACABTC,143801541.7190761,2025-02-18 14:28:00,5.605599999999999e-07,0.08060939222603736,2025-02-18 22:30:00,5.5944e-07,0.08044833449931994,-0.3221154534507034,-0.003996003996003661,Long,Closed,71
72,ACABTC,139048022.01269975,2025-02-18 23:03:00,5.5055e-07,0.07655288851908892,2025-02-19 07:11:00,5.5944e-07,0.07778902543478476,1.0817950017390505,0.014131341385887187,Long,Closed,72
73,ACABTC,133662089.69600625,2025-02-19 09:42:00,5.605599999999999e-07,0.07492562099999134,2025-02-19 15:29:00,5.5944e-07,0.07477591945953374,-0.29940308091904255,-0.003996003996003843,Long,Closed,73
74,ACABTC,155767832.40144315,2025-02-19 17:06:00,5.5055e-07,0.08575798012860503,2025-02-19 19:47:00,5.5944e-07,0.08714275615866336,1.211875293761572,0.014131341385887078,Long,Closed,74
75,ACABTC,146738260.75218847,2025-02-19 23:58:00,5.5055e-07,0.08078674945710418,2025-02-20 05:56:00,5.5944e-07,0.08209125259520432,1.1416251360346632,0.014131341385887206,Long,Closed,75
76,ACABTC,132317718.71173829,2025-02-20 09:05:00,5.5055e-07,0.07284752003674555,2025-02-20 09:51:00,5.5944e-07,0.07402382455609488,1.0294331747545282,0.014131341385887078,Long,Closed,76
77,ACABTC,113600227.5983365,2025-02-20 13:02:00,5.5055e-07,0.06254260530425881,2025-02-20 14:44:00,5.5944e-07,0.06355251132761339,0.8838109067173516,0.014131341385887123,Long,Closed,77
78,ACABTC,122880109.36246595,2025-02-21 01:04:00,5.5055e-07,0.06765164420950498,2025-02-21 01:30:00,5.5944e-07,0.06874404838173796,0.9560084796410923,0.014131341385887043,Long,Closed,78
79,ACABTC,116994591.67447928,2025-02-21 11:19:00,5.605599999999999e-07,0.06558248830903324,2025-02-21 11:35:00,5.694300000000001e-07,0.06662023033719874,0.9055393095064177,0.013807638789782126,Long,Closed,79
80,ACABTC,156338691.34423357,2025-02-21 13:36:00,5.605599999999999e-07,0.08763721681991399,2025-02-21 14:04:00,5.694300000000001e-07,0.08902394101214693,1.210063034391308,0.013807638789781952,Long,Closed,80
81,ACABTC,94114602.95526595,2025-02-21 15:44:00,5.7057e-07,0.05369896900818105,2025-02-21 16:13:00,5.794199999999999e-07,0.0545318832443402,0.7246833839015747,0.013495294179504656,Long,Closed,81
82,ACABTC,131656331.98355053,2025-02-21 16:37:00,5.605599999999999e-07,0.07380127345669507,2025-02-21 20:40:00,5.5944e-07,0.07365381836487751,-0.29491018364314237,-0.003996003996003849,Long,Closed,82
83,ACABTC,127416393.40682279,2025-02-21 22:11:00,5.5055e-07,0.07014909539012137,2025-02-21 22:27:00,5.5944e-07,0.07128182712751294,0.9913008148690291,0.014131341385887038,Long,Closed,83
84,ACABTC,108940596.24625577,2025-02-22 02:31:00,5.5055e-07,0.05997724526336867,2025-02-22 08:42:00,5.5944e-07,0.060945727164005335,0.8475589282018475,0.014131341385887094,Long,Closed,84
85,ACABTC,164190360.13277173,2025-02-22 10:28:00,5.5055e-07,0.09039500277108914,2025-02-22 11:05:00,5.5944e-07,0.09185465507267783,1.2774026437365957,0.014131341385887177,Long,Closed,85
86,ACABTC,170267116.78527385,2025-02-22 16:50:00,5.605599999999999e-07,0.09544493498513873,2025-02-22 17:39:00,5.694300000000001e-07,0.0969552043110385,1.317869186589226,0.013807638789782053,Long,Closed,86
87,ACABTC,125625129.21299364,2025-02-22 20:45:00,5.7057e-07,0.07167792997505273,2025-02-22 21:13:00,5.794199999999999e-07,0.07278971236859276,0.9673147511913349,0.013495294179504591,Long,Closed,87
88,ACABTC,140070388.84881833,2025-02-22 22:31:00,5.7057e-07,0.07991996176545513,2025-02-22 23:19:00,5.794199999999999e-07,0.08115958470678232,1.0785433948397978,0.013495294179504808,Long,Closed,88
89,ACABTC,132333902.29228692,2025-02-23 02:54:00,5.7057e-07,0.07550575463089615,2025-02-23 08:51:00,5.794199999999999e-07,0.07667690966619688,1.0189723709896377,0.013495294179504779,Long,Closed,89
90,ACABTC,99563266.56107473,2025-02-23 12:17:00,5.7057e-07,0.056807813001746865,2025-02-23 12:36:00,5.794199999999999e-07,0.05768894791081792,0.7666381481529366,0.013495294179504626,Long,Closed,90
91,ACABTC,113118994.73305744,2025-02-23 13:03:00,5.7057e-07,0.06454230482484036,2025-02-23 23:21:00,5.694300000000001e-07,0.06441334917084492,-0.25791130799136014,-0.003996003996003829,Long,Closed,91
92,ACABTC,104133749.0417609,2025-02-24 01:08:00,5.605599999999999e-07,0.05837321436284526,2025-02-24 05:49:00,5.4945e-07,0.05721628841099553,-1.2725154546277975,-0.021799646781789448,Long,Closed,92
93,ACABTC,99469739.80989785,2025-02-24 08:20:00,5.4054e-07,0.05376737315683755,2025-02-24 08:42:00,5.4945e-07,0.05465364853854838,0.7778543600108055,0.014467032967033083,Long,Closed,93
94,ACABTC,101482990.50507618,2025-02-24 09:04:00,5.4054e-07,0.05485561568760744,2025-02-24 09:25:00,5.4945e-07,0.05575982913301411,0.7935980005796093,0.014467032967033121,Long,Closed,94
95,ACABTC,156252118.9273448,2025-02-24 09:56:00,5.4054e-07,0.08446052036497065,2025-02-24 16:01:00,5.3946e-07,0.08429176807654544,-0.33750457688304053,-0.003996003996003709,Long,Closed,95
96,ACABTC,96306095.0156494,2025-02-24 19:52:00,5.305299999999999e-07,0.05109327258864482,2025-02-24 21:46:00,5.3946e-07,0.051953286017142226,0.7569668698839708,0.014815392155015119,Long,Closed,96
97,ACABTC,103964753.5165242,2025-02-24 22:03:00,5.1051e-07,0.053075046317715646,2025-02-25 01:12:00,4.994999999999999e-07,0.05193039438150383,-1.2496573769161508,-0.023545101956866567,Long,Closed,97
98,ACABTC,120809586.0026173,2025-02-25 02:16:00,4.904899999999999e-07,0.05925589383841867,2025-02-25 04:48:00,4.795199999999999e-07,0.05793061267997504,-1.4424676649671042,-0.024343024322616053,Long,Closed,98
99,ACABTC,142643959.95154342,2025-02-25 06:34:00,4.804799999999999e-07,0.06853756987750614,2025-02-25 07:49:00,4.8951e-07,0.06982564483588001,1.1497117436490574,0.01677491258741285,Long,Closed,99
100,ACABTC,128810050.1568583,2025-02-25 09:35:00,4.904899999999999e-07,0.06318004150143253,2025-02-25 12:24:00,5.0949e-07,0.06562743245441773,2.3185834790244635,0.03669803665722051,Long,Closed,100
101,ACABTC,128017548.86856575,2025-02-25 14:43:00,5.1051e-07,0.06535423887288516,2025-02-25 15:36:00,5.1948e-07,0.06650255628624253,1.0164606181919098,0.01555309396485881,Long,Closed,101
102,ACABTC,204299410.04188257,2025-02-25 20:39:00,5.305299999999999e-07,0.1083869660095047,2025-02-25 21:02:00,5.3946e-07,0.11021135974119399,1.605795405923337,0.014815392155015162,Long,Closed,102
103,ACABTC,139508471.45527324,2025-02-25 21:44:00,5.305299999999999e-07,0.07401342936115896,2025-02-25 22:15:00,5.3946e-07,0.0752592400112617,1.0965379807231856,0.014815392155015115,Long,Closed,103
104,ACABTC,121523248.9899548,2025-02-26 06:10:00,5.305299999999999e-07,0.06447172928663747,2025-02-26 07:38:00,5.3946e-07,0.06555693190012102,0.955173952293547,0.01481539215501499,Long,Closed,104
105,ACABTC,140328972.0368696,2025-02-26 08:55:00,5.305299999999999e-07,0.07444872953470849,2025-02-26 09:55:00,5.3946e-07,0.07570186725500967,1.1029871234995419,0.014815392155015155,Long,Closed,105
106,ACABTC,157456671.53068212,2025-02-26 11:23:00,5.305299999999999e-07,0.08353548794715948,2025-02-26 14:25:00,5.2947e-07,0.08336858387535026,-0.33380814364502454,-0.003996003996003738,Long,Closed,106
107,ACABTC,199012860.88671553,2025-02-26 20:18:00,5.4054e-07,0.10757441182369121,2025-02-26 21:08:00,5.5944e-07,0.11133575489446415,3.5424329040407705,0.03293006993007008,Long,Closed,107
108,ACABTC,181560850.4502612,2025-02-26 22:00:00,5.5055e-07,0.09995832621538625,2025-02-27 01:31:00,5.4945e-07,0.09975860927989602,-0.3994338709905568,-0.003996003996003818,Long,Closed,108
109,ACABTC,148242243.7383294,2025-02-27 08:52:00,5.5055e-07,0.08161476729013373,2025-02-27 10:54:00,5.5944e-07,0.08293264083697102,1.1533261387066616,0.014131341385887104,Long,Closed,109
110,ACABTC,127884111.92381401,2025-02-27 11:17:00,5.5055e-07,0.07040659781964109,2025-02-27 15:50:00,5.5944e-07,0.07154348757465852,0.9949396696084132,0.014131341385887139,Long,Closed,110
111,ACABTC,146752338.83026832,2025-02-27 17:12:00,5.5055e-07,0.08079450014299994,2025-02-27 18:07:00,5.694300000000001e-07,0.08356518430011971,2.606324472672377,0.032258686767778114,Long,Closed,111
112,ACABTC,109876800.8829893,2025-02-27 21:14:00,5.605599999999999e-07,0.06159253950296062,2025-02-27 22:24:00,5.694300000000001e-07,0.06256714672680061,0.8504475376023691,0.013807638789782023,Long,Closed,112
113,ACABTC,143262909.2631082,2025-02-28 00:22:00,5.7057e-07,0.08174151813824437,2025-02-28 01:10:00,5.794199999999999e-07,0.08300939488523014,1.1031258339550127,0.013495294179504546,Long,Closed,113
114,ACABTC,150600496.23553002,2025-02-28 01:39:00,5.7057e-07,0.08592812513710157,2025-02-28 04:21:00,5.794199999999999e-07,0.0872609395287908,1.1596253270185444,0.013495294179504716,Long,Closed,114
115,ACABTC,104587547.42331442,2025-02-28 04:37:00,5.7057e-07,0.05967451693331327,2025-02-28 13:57:00,5.694300000000001e-07,0.05955528712925794,-0.23845960812514133,-0.003996003996003735,Long,Closed,115
116,ACABTC,140537762.36467573,2025-02-28 16:02:00,5.5055e-07,0.07737306506986386,2025-02-28 17:45:00,5.5944e-07,0.0786224457772942,1.0933851965748336,0.014131341385887265,Long,Closed,116
117,ACABTC,190713235.07062572,2025-02-28 18:30:00,5.5055e-07,0.10499717156811528,2025-02-28 18:51:00,5.5944e-07,0.10669261222791086,1.4837508759818467,0.014131341385887107,Long,Closed,117
118,ACABTC,138658951.28887436,2025-02-28 19:45:00,5.5055e-07,0.07633868563208068,2025-02-28 23:59:00,5.5e-07,0.0,-0.15260110884095468,-0.0019990009990007896,Long,Open,118
119,ACHBTC,180796250.5865809,2025-02-01 00:45:00,4.504499999999999e-07,0.08143967107672268,2025-02-01 01:09:00,4.795199999999999e-07,0.08669541808127727,5.087611915393921,0.0624709290709293,Long,Closed,119
120,ACHBTC,158434805.5834945,2025-02-01 02:13:00,4.604599999999999e-07,0.07295289057897492,2025-02-01 02:37:00,4.795199999999999e-07,0.07597265797339728,2.8708418458690352,0.039351995830256746,Long,Closed,120
121,ACHBTC,157236569.05936766,2025-02-01 05:37:00,5.305299999999999e-07,0.08341871698306136,2025-02-01 06:21:00,5.4945e-07,0.08639363286966956,2.805103536750525,0.03362678830603389,Long,Closed,121
122,ACHBTC,99405130.25702281,2025-02-01 07:47:00,5.605599999999999e-07,0.0557225398168697,2025-02-01 11:32:00,5.1948e-07,0.05163897706591821,-4.190924267841281,-0.07521057513914636,Long,Closed,122
123,ACHBTC,141770274.80709526,2025-02-01 11:38:00,5.004999999999999e-07,0.07095602254094047,2025-02-01 14:06:00,4.6953e-07,0.06656539713017544,-4.528146830446842,-0.06381624375624342,Long,Closed,123
124,ACHBTC,119365722.05643933,2025-02-01 14:45:00,4.6045999999999993e-07,0.05496314037809924,2025-02-01 16:03:00,4.5954e-07,0.05485332391381613,-0.21963292858383265,-0.003996003996003711,Long,Closed,124
125,ACHBTC,124580286.21951103,2025-02-01 16:43:00,4.504499999999999e-07,0.0561171899275692,2025-02-01 18:01:00,4.5954e-07,0.0572496247293141,1.019067987078481,0.01815964035964069,Long,Closed,125
126,ACHBTC,100509920.5805859,2025-02-01 20:14:00,4.804799999999999e-07,0.0482930066405558,2025-02-01 20:36:00,5.0949e-07,0.05120879943660271,2.816290989965657,0.058316745754246245,Long,Closed,126
127,ACHBTC,146581364.1150254,2025-02-01 21:09:00,4.904899999999999e-07,0.07189669328477066,2025-02-01 22:01:00,4.8951e-07,0.07175304354794608,-0.28729947366544484,-0.0039960039960039275,Long,Closed,127
128,ACHBTC,146905985.85301018,2025-02-02 01:10:00,4.904899999999999e-07,0.07205591700103753,2025-02-02 03:06:00,4.994999999999999e-07,0.07337953993357857,1.1781874756009973,0.01635101633060813,Long,Closed,128
129,ACHBTC,137053174.00733408,2025-02-02 05:08:00,5.004999999999999e-07,0.06859511359066062,2025-02-02 07:58:00,4.795199999999999e-07,0.06571973799999684,-3.009690442264512,-0.04387616383616349,Long,Closed,129
