Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,ACABTC,93969309.92702219,2025-02-01 07:22:00,7.307299999999999e-07,0.06866619384297223,2025-02-01 10:21:00,7.492500000000001e-07,0.07040650546282139,1.601238920542676,0.023319173976708508,Long,Closed,0
1,ACABTC,62658024.854858294,2025-02-01 10:59:00,7.307299999999999e-07,0.04578609850218385,2025-02-01 11:04:00,7.3926e-07,0.04632057145420254,0.4423662820555594,0.009661584990352362,Long,Closed,1
2,ACABTC,65898626.95468899,2025-02-01 14:18:00,7.307299999999999e-07,0.04815410367459805,2025-02-02 01:31:00,6.992999999999999e-07,0.04608290982941401,-2.1654308586898865,-0.04496877095507228,Long,Closed,2
3,ACABTC,65338510.2485364,2025-02-02 03:32:00,7.006999999999999e-07,0.045782694131141,2025-02-02 03:49:00,7.0929e-07,0.046343951934184384,0.4691311569696086,0.010246910232624843,Long,Closed,3
4,ACABTC,120356815.73299296,2025-02-02 08:30:00,7.006999999999999e-07,0.08433402078409813,2025-02-02 08:57:00,7.0929e-07,0.08536788583125457,0.8641631405310537,0.010246910232624602,Long,Closed,4
5,ACABTC,111911013.98753875,2025-02-02 10:40:00,7.006999999999999e-07,0.07841604750106512,2025-02-02 13:39:00,7.0929e-07,0.07937736311122136,0.8035221995406789,0.010246910232624659,Long,Closed,5
6,ACABTC,68923068.11052841,2025-02-02 16:01:00,7.5075e-07,0.05174399338397251,2025-02-02 16:04:00,7.7922e-07,0.053706233133085944,1.8567895225896847,0.03588415584415596,Long,Closed,6
7,ACABTC,66657165.060209595,2025-02-02 16:16:00,7.5075e-07,0.05004286666894586,2025-02-02 16:17:00,7.492500000000001e-07,0.04994288092136205,-0.1999714951806107,-0.003996003996003635,Long,Closed,7
8,ACABTC,65987959.05721025,2025-02-02 16:18:00,7.5075e-07,0.049540460262193164,2025-02-02 16:22:00,7.692300000000001e-07,0.050759917745577844,1.1191571053694769,0.02259076923076943,Long,Closed,8
9,ACABTC,64286731.539635256,2025-02-02 16:27:00,7.707699999999999e-07,0.049550284068800465,2025-02-02 16:28:00,7.692300000000001e-07,0.049451282502233636,-0.19800313314206008,-0.003996003996003664,Long,Closed,9
10,ACABTC,62563627.24219696,2025-02-02 16:32:00,7.607599999999999e-07,0.04759590506076705,2025-02-03 00:08:00,6.5934e-07,0.04125070198587014,-6.434049681950253,-0.1351807403123191,Long,Closed,10
11,ACABTC,78905034.36185925,2025-02-03 00:31:00,6.5065e-07,0.05133956060753775,2025-02-03 01:43:00,6.4935e-07,0.051236984062873296,-0.20515308934083093,-0.003996003996003935,Long,Closed,11
12,ACABTC,89450590.20834847,2025-02-03 01:47:00,6.406399999999999e-07,0.05730562611106649,2025-02-03 02:16:00,5.5944e-07,0.05004223818615847,-7.370735789215104,-0.12862150349650306,Long,Closed,12
13,ACABTC,79551436.65424469,2025-02-03 02:34:00,5.5055e-07,0.04379704344999169,2025-02-03 02:37:00,5.5944e-07,0.044504255721850655,0.6189109726844002,0.01413134138588707,Long,Closed,13
14,ACABTC,81069827.487848,2025-02-03 02:44:00,5.5055e-07,0.044632993523428866,2025-02-03 03:09:00,5.5944e-07,0.04535370428980169,0.6307240685537469,0.014131341385887166,Long,Closed,14
15,ACABTC,92465173.46600069,2025-02-04 00:47:00,6.2062e-07,0.05738573595646557,2025-02-04 04:15:00,6.1938e-07,0.05727107914137151,-0.22931363019567527,-0.003996003996003884,Long,Closed,15
16,ACABTC,70511688.28011261,2025-02-04 05:13:00,6.106099999999999e-07,0.043055141980715916,2025-02-04 10:25:00,5.993999999999999e-07,0.04226470595509949,-0.8757558735558758,-0.020340331799348067,Long,Closed,16
17,ACABTC,119544493.82773086,2025-02-04 16:35:00,6.005999999999999e-07,0.07179842299292716,2025-02-04 17:07:00,6.0939e-07,0.07284921909368092,0.9061484586591628,0.012620729270729615,Long,Closed,17
18,ACABTC,85539614.20381136,2025-02-04 20:50:00,6.005999999999999e-07,0.0513750922908045,2025-02-04 23:13:00,6.0939e-07,0.052126985499660605,0.6483911310610406,0.012620729270729436,Long,Closed,18
19,ACABTC,138376669.70714846,2025-02-05 03:22:00,6.005999999999999e-07,0.0831090278260973,2025-02-05 05:54:00,6.0939e-07,0.0843253587528392,1.048896540146909,0.012620729270729594,Long,Closed,19
20,ACABTC,123400069.12493446,2025-02-05 07:39:00,6.005999999999999e-07,0.07411408151642718,2025-02-05 12:17:00,6.0939e-07,0.07519876812404382,0.9353737579677057,0.012620729270729424,Long,Closed,20
21,ACABTC,81537066.25326642,2025-02-05 17:09:00,6.005999999999999e-07,0.04897116199170881,2025-02-05 19:52:00,6.0939e-07,0.04968787280407803,0.6180517775704292,0.012620729270729417,Long,Closed,21
22,ACABTC,80849625.37221766,2025-02-05 20:47:00,6.005999999999999e-07,0.048558284998549084,2025-02-05 21:29:00,6.0939e-07,0.04926895320557571,0.6128409688176724,0.012620729270729455,Long,Closed,22
23,ACABTC,125410643.57625389,2025-02-06 07:13:00,6.2062e-07,0.07783235361628726,2025-02-06 20:48:00,5.8941e-07,0.07391828743027981,-4.065816827061445,-0.05223813283490686,Long,Closed,23
24,ACABTC,141606871.8167051,2025-02-07 02:41:00,5.905899999999999e-07,0.08363160242622314,2025-02-07 02:42:00,5.8941e-07,0.08346450631748416,-0.3341922174874137,-0.003996003996003873,Long,Closed,24
25,ACABTC,138541612.64280277,2025-02-07 03:20:00,5.805799999999999e-07,0.08043448946814635,2025-02-07 12:51:00,5.8941e-07,0.08165781190779438,1.0612301382600238,0.01319372007303077,Long,Closed,25
26,ACABTC,106220756.01744695,2025-02-07 20:19:00,5.805799999999999e-07,0.06166964652859974,2025-02-08 01:47:00,5.694300000000001e-07,0.060485285099014824,-1.3065163612221247,-0.02118572806503788,Long,Closed,26
27,ACABTC,105351006.07699837,2025-02-08 02:13:00,5.605599999999999e-07,0.05905555996651657,2025-02-08 05:47:00,5.694300000000001e-07,0.059990023390425196,0.8154178405460555,0.013807638789782112,Long,Closed,27
28,ACABTC,110498911.14356594,2025-02-09 13:20:00,6.005999999999999e-07,0.06636564603282125,2025-02-09 16:19:00,6.0939e-07,0.06733693146177765,0.8375828514573452,0.012620729270729332,Long,Closed,28
29,ACABTC,101943439.49319734,2025-02-09 17:48:00,5.905899999999999e-07,0.060206775930282674,2025-02-09 18:45:00,5.993999999999999e-07,0.061104897632222474,0.7768100283725629,0.012902368817623126,Long,Closed,29
30,ACABTC,101736043.88136362,2025-02-09 18:52:00,5.905899999999999e-07,0.0600842901558849,2025-02-10 01:47:00,5.694300000000001e-07,0.05793155546736489,-2.2707505341528837,-0.037792749623257606,Long,Closed,30
31,ACABTC,112190451.95548566,2025-02-11 12:29:00,5.905899999999999e-07,0.06625855902038325,2025-02-11 22:26:00,5.993999999999999e-07,0.0672469569021181,0.8548923658053333,0.012902368817623255,Long,Closed,31
32,ACABTC,94887110.26114951,2025-02-11 22:56:00,5.805799999999999e-07,0.05508955847540875,2025-02-12 02:40:00,5.8941e-07,0.05592741165902413,0.726836213471525,0.013193720073030732,Long,Closed,32
33,ACABTC,99729495.65216617,2025-02-12 14:30:00,5.7057e-07,0.05690265833425201,2025-02-12 16:19:00,5.8941e-07,0.05878156203234326,1.7632194777202137,0.030986592355013456,Long,Closed,33
34,ACABTC,160202561.89401335,2025-02-12 17:20:00,6.106099999999999e-07,0.09782128631809428,2025-02-12 17:21:00,6.0939e-07,0.0976258391925928,-0.39089425102136954,-0.003996003996003761,Long,Closed,34
35,ACABTC,163842247.1840814,2025-02-12 17:30:00,6.2062e-07,0.10168377544736984,2025-02-12 17:32:00,6.0939e-07,0.09984382701150736,-2.0414760383361097,-0.020076713608971515,Long,Closed,35
36,ACABTC,170690379.8567253,2025-02-12 17:35:00,6.005999999999999e-07,0.10251664214193568,2025-02-12 17:36:00,5.993999999999999e-07,0.10231181368612115,-0.409656911656121,-0.003996003996003804,Long,Closed,36
37,ACABTC,172417340.45775032,2025-02-12 17:37:00,6.005999999999999e-07,0.10355385467890699,2025-02-12 17:40:00,6.0939e-07,0.10506940310154846,1.3069251648431828,0.01262072927072957,Long,Closed,37
38,ACABTC,131025880.9659954,2025-02-13 04:59:00,6.2062e-07,0.08131728224510937,2025-02-13 07:14:00,6.1938e-07,0.08115481015271825,-0.32494418479564785,-0.003996003996003741,Long,Closed,38
